Question,Content
How do I make a tomato and bean crostini?,"preparation time: 5 minutes cooking time: 5 minutes portions: 4 ingredients: 4 slices of fresh bread 400g pre-cooked beans, drained 1 tomato, chopped 1 onion, chopped 1 tablespoon red wine vinegar parsley, a handful, chopped salt, oil spray and black pepper to taste procedure: heat the oiled fryer to 180 degrees and cook beans, onion, tomatoes for 6 minutes, adding vinegar, parsley, salt and pepper. in the meantime, toast the bread in a small pan. place the bread on plates, pour the vegetable mix over it and serve. Enjoy your meal! nutrients: fat 3, fiber 3, carbohydrates 17, protein 3, calories 280"
What is the best way to cook scrambled eggs?,"preparation time: 3 minutes cooking time: 4 minutes portions: 2 ingredients: 3 eggs a handful of cherry tomatoes, cut in half ½ avocado, peeled and cut into thin slices 60g of lettuce oil, salt and pepper to taste. procedure: heat the oiled fryer to 180 degrees and cook the eggs in it with salt and pepper, stirring to scramble them. in the meantime, mix cherry tomatoes, lettuce, oil, salt and pepper in a bowl. add the eggs, mix, add the avocado, divide between plates and serve. Enjoy your meal! nutrients: fat 6, fiber 4, carbohydrates 11, proteins 6, calories 242,"
What is required to prepare How do you cook foil courgettes?,"preparation time: 5 minutes cooking time: 5 minutes portions: 2 ingredients: 300 g of whole feta a handful of cherry tomatoes cut in half 12 pitted black olives 1 courgette, grated to taste oregano, salt and pepper a teaspoon of olive oil procedure: heat the oiled fryer to 180 degrees, place the feta slices seasoned with the cherry tomatoes, courgettes, olives, oregano and oil, salt and pepper. cook for 5 minutes, until nice and soft. Enjoy your meal! nutrients: fat 16, fiber 4, carbohydrates 13, protein 5, calories 292"
What are the key steps to prepare How do you cook mushrooms in creamy sauce?,"preparation time: 4 minutes cooking time: 7 minutes portions: 4 ingredients: 1 onion, chopped 1 clove of garlic, chopped 200g mushrooms in oil, drained and chopped 200g cream a handful of tarragon, chopped chopped parsley , salt, oil and pepper to taste. procedure: heat the oiled fryer to 180 degrees and cook the onion, garlic and mushrooms in it for 3 minutes. add cream, tarragon and seasonings and continue to cook for 4 minutes. pour into bowls and serve. Enjoy your meal! nutrients: fat 14, fiber 8, carbohydrates 4, protein 4, calories 250"
How can I go about prepare What is the best way to cook lentils and potatoes?,"preparation time: 5 minutes cooking time: 7 minutes portions: 4 ingredients: 200g pre-cooked lentils, drained 2 potatoes, peeled and cut into cubes 1 chopped onion 1cm grated ginger 1 chopped chilli pepper 1 tablespoon chopped coriander 150g ricotta to taste fine salt, oil and pepper procedure: heat the oiled fryer to 190 degrees and cook lentils, potatoes and onion for 7 minutes, adding ginger, chilli, coriander and seasonings halfway through cooking. place in a bowl, add the ricotta, mix and serve. Enjoy your meal! nutrients: fat 18, fiber 13, carbohydrates 25, proteins 12, calories 378"
How would you recommend prepare How do you make aubergine soup?,"preparation time: 5 minutes cooking time: 7 minutes portions: 4 ingredients: 2 aubergines, diced 2 onions, chopped 3cm ginger, grated 1 teaspoon cumin seeds 1 teaspoon chilli powder 400ml coconut milk 100ml of cooking cream, chopped thyme, oil, salt and pepper to taste. Procedure: heat the oiled fryer to 180 degrees and cook for 7 minutes the aubergines and onions. in the meantime, heat the other ingredients in a saucepan. pour the cream into the bowls, add the aubergine mix, mix and serve. Enjoy your meal! nutrients: fat 15, fiber 13, carbohydrates 15, protein 12, calories 278"
What is the best way to cook barley and legume soup?,"preparation time: 5 minutes cooking time: 6 minutes portions: 4 ingredients: 300g pre-cooked barley 400g pre-cooked black beans, drained 2 carrots, chopped 1 leek, chopped 400ml tomato sauce oil, salt and pepper to taste. procedure: heat the oiled fryer to 180 degrees and cook barley, beans, carrots and leek. in the meantime, heat the tomato sauce in a saucepan, seasoning with salt and pepper. pour the sauce onto the bowls, then the barley mix, mix and serve. Enjoy your meal! nutrients: fat 14, fiber 22, carbohydrates 26, protein 22, calories 350"
How do you cook a mushroom omelette?,"preparation time: 5 minutes cooking time: 5 minutes portions: 2 ingredients: 4 eggs 200g mushrooms, drained a handful of chopped chives 1cm chopped ginger spray oil, salt and pepper to taste procedure: heat the oiled fryer to 190 degrees and cook mushrooms and chives for 3 minutes. pour in the beaten eggs mixed with ginger, salt and pepper and continue cooking. pour into plates and serve. Enjoy your meal! nutrients: fat 4, fiber 2, carbohydrates 4, protein 2, calories 34"
What techniques are used to cook turnip salad?,"preparation time: 5 minutes cooking time: 5 minutes portions: 4 ingredients: 500g turnips, peeled and chopped 2 yellow onions, chopped 2 chopped tomatoes 1 teaspoon cumin, ground 1 teaspoon coriander, ground salt and black pepper to taste + oil spray a handful of coriander leaves, chopped procedure: heat the oiled fryer to 200 degrees and cook turnips and onions for 5 minutes. in the meantime, mix the other ingredients in a bowl. then add the cooked turnips, mix and serve. Enjoy your meal! nutrients: fat 8, fiber 12, carbohydrates 12, protein 4, calories 250"
What is the best way to cook a cold rice salad?,"preparation time: 5 minutes cooking time: 6 minutes portions: 2 ingredients: 200g cooked and cooled rice 100g pre-cooked corn, drained 100g canned beans, drained ½ bell pepper, chopped parsley, chopped to taste oil, salt and pepper to taste. procedure: heat the oiled fryer to 180 degrees and cook corn, beans and pepper for 6 minutes. pour the corn mix into the rice, add parsley, salt and pepper and mix and let cool. serve once cold. Enjoy your meal! nutrients: fat 7, fiber 16, carbohydrates 24, proteins 14, calories 343"
How do I cook egg and tomato cream for crostini?,"preparation time: 5 minutes cooking time: 5 minutes portions: 4 ingredients: 3 tablespoons mayonnaise 3 eggs 1 onion, chopped 1 tomato, chopped juice of ¼ lemon salt, oil and pepper to taste procedure: heat the oil in the fryer at 180 degrees and cook the onion and tomato for 5 minutes. in the meantime, boil the water with the eggs and cook for 3 minutes. shell and cut the eggs, then mash them and add mayonnaise, cooked onion and tomato, lemon juice and seasonings, mix and serve with the croutons on the side. Enjoy your meal! nutrients: fat 17, fiber 4, carbohydrates 18, protein 7, calories 291"
What is the best way to cook a cheese and vegetable toast?,"preparation time: 5 minutes cooking time: 7 minutes portions: 4 ingredients: a chopped aubergine, a chopped courgette 8 slices of bread 4 slices of cheese 70g of grated parmesan to taste. oil spray, salt and pepper procedure: cook aubergine and courgette in the oiled fryer at 180 degrees for 5 minutes. place the courgette mix between the slices of bread, put the cheese and grated cheese on top and cook in the fryer at 180 degrees for 2 minutes. serve hot. Enjoy your meal! nutrients: fat 19, fiber 12, carbohydrates 14, protein 6, calories 280"
What is the best way to serve a side dish with artichokes and cabbage?,"preparation time: 3 minutes cooking time: 5 minutes portions: 2 ingredients: 100g artichokes in oil, drained 150g black cabbage, chopped 1 clove of garlic 1 tablespoon chopped parsley spray oil, salt and pepper to taste. procedure: heat the oiled fryer to 180 degrees and cook artichokes, garlic and cabbage for 5 minutes. pour into a bowl, add parsley and seasonings, mix and serve. Enjoy your meal! nutrients: fat 7, fiber 12, carbohydrates 13, protein 5, calories 228"
How do you approach prepare What is the best way to make a burrito with beans?,"prep time: 5 minutes cook time: 5 minutes servings: 1 ingredients: 1 burrito bread 100g canned black beans, drained 1 teaspoon chili powder 2 slices cheddar cheese ½ red onion, chopped 1 tablespoon seasoning yoghurt salads spray oil, salt and pepper to taste procedure: heat the oiled fryer to 180 degrees and cook the onion and beans for 5 minutes. in the meantime, heat the bread slightly in a pan. mix onions, beans, chilli, cheddar, chilli, salt and pepper in a bowl. add the bean mix to the burrito, add the yogurt sauce, roll up and serve. Enjoy your meal! nutrients: fat 5, fiber 16, carbohydrates 23, protein 17, calories 320"
What is the best way to cook spicy radish?,"preparation time: 5 minutes cooking time: 5 minutes portions: 4 ingredients: ½ teaspoon onion powder 500 g radishes, sliced ​​½ teaspoon garlic powder 1 tablespoon chopped chilli pepper 1 tablespoon smoked paprika salt, oil and black pepper to taste 4 eggs procedure: heat the fryer to 200 degrees in a bowl mix the radishes with salt, pepper, onion, chilli and garlic powder, eggs and oil. transfer the radishes to the fryer and cook for 5 minutes. divide everything onto plates and serve. Enjoy your meal! nutrients: fat 5, fiber 2, carbohydrates 5, protein 7, calories 110"
What is the best way to cook turnips and courgettes?,"preparation time: 6 minutes cooking time: 5 minutes portions: 6 ingredients: 6 diced courgettes 300g diced turnips salt and black pepper to taste 1 tablespoon butter 1 teaspoon dried oregano 70g yellow onion, chopped 50 g of parmesan, grated 175ml of cooking cream procedure: heat the fryer to 200 degrees heat the butter in the fryer and add the onion, courgettes, turnips, oregano, salt, pepper and cooking cream, cook everything for 5 minutes, adding the parmesan at the end of cooking and stirring. pour onto plates and serve. Enjoy your meal! nutrients: fat 14, fiber 12, carbohydrates 18, proteins 8, calories 260"
What is the best way to cook vegan avocado toast?,"preparation time: 2 minutes cooking time: 3 minutes portions: 1 ingredients: 1 slice of bread 2 tablespoons avocado pulp 1 radish, cut into thin strips juice of ¼ lemon oil, salt and pepper to taste. procedure: toast the bread at 180 degrees in the fryer for 3 minutes, in the meantime mix the avocado with the lemon, put the bread on the plate, spread the avocado, add the radish, add salt and pepper and serve. Enjoy your meal! nutrients: fat 3, fiber 2, carbohydrates 10, protein 3, calories 143"
What’s involved in prepare What is the best way to cook Mediterranean vegetable rolls?,"preparation time: 5 minutes cooking time: 5 minutes portions: 2 ingredients: 1 aubergine, cut into vertical strips 200g tomato puree 1 mozzarella, chopped a handful of black olives, pitted 2 tablespoons chopped basil oil, salt and pepper to taste procedure: heat the oiled fryer to 200 degrees and cook the aubergines for 5 minutes. in the meantime, heat the puree in a saucepan, together with the olives, salt and pepper, place the aubergines on a plate, spread the puree over them, add mozzarella and basil, roll up the aubergines and serve. Enjoy your meal! nutrients: fat 4, fiber 7, carbohydrates 8, protein 3, calories 180"
How do I cook zucchini pesto for pasta?,"preparation time: 5 minutes cooking time: 3 minutes portions: 4 ingredients: 1 courgette, grated 30g pine nuts 30g grated parmesan 2 tablespoons chopped basil 30g grated pecorino salt to taste procedure: heat the fryer to 200 degrees and toast with it pine nuts for 3 minutes. blend the courgettes, toasted pine nuts, cheese, basil, a drizzle of oil and salt. put the pesto in a bowl and use it for the tagliatelle. Enjoy your meal! nutrients: fat 21, fiber 12, carbohydrates 23, protein 16, calories 320"
Could you explain how to prepare What is the best way to cook courgette and carrot tempura?,"preparation time: 5 minutes cooking time: 5 portions: 2 ingredients: 1 carrot, cut into strips 1 courgette, cut into strips 300ml of cold sparkling water 150g of flour spray oil and salt to taste. procedure: heat the oiled fryer to 200 degrees. in the meantime, mix flour and carbonated water until you have a lumpy mixture, dip the carrot and courgette strips in and cook in the fryer for 5 minutes. place on a plate, season with salt and serve. Enjoy your meal! nutrients: fat 12, fiber 12, carbohydrates 11, protein 8, calories 240"
How do I make Piedmontese green sauce?,"preparation time: 5 minutes cooking time: 5 minutes portions: 4 ingredients: 3 anchovy fillets 120g of parsley 2 eggs 80g of breadcrumbs 2 cloves of garlic 1 tablespoon of capers 50ml of white wine vinegar oil, salt and pepper to taste procedure: pour some water into the fryer together with the eggs, as soon as they boil, wait 5 minutes to cook them, then keep only the yolks, discarding the whites. blend all the ingredients in the blender, put the sauce in a bowl and serve. Enjoy your meal! nutrients: calories 170, fat 13, fiber 3, carbohydrates 5, proteins 7"
